Latitude,Longitude,UTC,Pollutant,Concentration,Unit,Raw_Concentration,AQI,Category,Site_Name,Site_Agency,AQS_ID,Full_AWS_ID
47.1864,-122.4517,2021-03-09T06:00:00Z,PM2.5,5.1,UG/M3,5,21,1,Tacoma-L St,Washington Department of Ecology,530530029,840530530029
47.559975,-122.338265,2021-03-09T06:00:00Z,PM2.5,13.7,UG/M3,14,54,2,Seattle-Duwamish,Washington Department of Ecology,530330057,840530330057
47.5297,-122.3203,2021-03-09T06:00:00Z,PM2.5,10.3,UG/M3,9.6,43,1,Seattle-South Park,Washington Department of Ecology,530331011,840530331011
47.597222,-122.319722,2021-03-09T06:00:00Z,PM2.5,12,UG/M3,13,50,1,Seattle-10th & Weller,Washington Department of Ecology,530330030,840530330030
47.568236,-122.308628,2021-03-09T06:00:00Z,PM2.5,8.7,UG/M3,11,36,1,Seattle-Beacon Hill,Washington Department of Ecology,530330080,840530330080
47.498535,-122.278385,2021-03-09T06:00:00Z,PM2.5,7.6,UG/M3,6.9,32,1,Tukwila_Allentown,Washington Department of Ecology,840530330069,840530330069
47.753633,-122.277192,2021-03-09T06:00:00Z,PM2.5,12.2,UG/M3,14.1,51,2,Lake Forest Park-Town Center,Washington Department of Ecology,530330024,840530330024
47.386101,-122.230202,2021-03-09T06:00:00Z,PM2.5,10.6,UG/M3,10,44,1,Kent-James & Central,Washington Department of Ecology,530332004,840530332004
48.055,-122.175797,2021-03-09T06:00:00Z,PM2.5,15,UG/M3,14,57,2,Marysville-7th Ave,Washington Department of Ecology,530611007,840530611007
47.600863,-122.148397,2021-03-09T06:00:00Z,PM2.5,5,UG/M3,4.1,21,1,Bellevue-SE 12th,Washington Department of Ecology,530330031,840530330031
47.213551,-123.100807,2021-03-09T07:00:00Z,PM2.5,6,UG/M3,5.7,25,1,Shelton-W Franklin,Washington Department of Ecology,530450007,840530450007
47.029301,-122.821503,2021-03-09T07:00:00Z,PM2.5,5.8,UG/M3,8.6,24,1,Lacey-College St,Washington Department of Ecology,530670013,840530670013
47.22634,-122.46256,2021-03-09T07:00:00Z,PM2.5,5.9,UG/M3,7,25,1,Tacoma-S 36th St,Washington Department of Ecology,530530024,840530530024
47.1864,-122.4517,2021-03-09T07:00:00Z,PM2.5,5,UG/M3,5,21,1,Tacoma-L St,Washington Department of Ecology,530530029,840530530029
47.559975,-122.338265,2021-03-09T07:00:00Z,PM2.5,11.8,UG/M3,10,49,1,Seattle-Duwamish,Washington Department of Ecology,530330057,840530330057
47.5297,-122.3203,2021-03-09T07:00:00Z,PM2.5,10.1,UG/M3,10,42,1,Seattle-South Park,Washington Department of Ecology,530331011,840530331011
47.597222,-122.319722,2021-03-09T07:00:00Z,PM2.5,12.5,UG/M3,13,52,2,Seattle-10th & Weller,Washington Department of Ecology,530330030,840530330030
47.597222,-122.319722,2021-03-09T07:00:00Z,NO2,28,PPB,28.6,26,1,Seattle-10th & Weller,Washington Department of Ecology,530330030,840530330030
47.568236,-122.308628,2021-03-09T07:00:00Z,PM2.5,8.3,UG/M3,8,35,1,Seattle-Beacon Hill,Washington Department of Ecology,530330080,840530330080
47.498535,-122.278385,2021-03-09T07:00:00Z,PM2.5,9.1,UG/M3,10.6,38,1,Tukwila_Allentown,Washington Department of Ecology,840530330069,840530330069
47.753633,-122.277192,2021-03-09T07:00:00Z,PM2.5,13.2,UG/M3,14.3,53,2,Lake Forest Park-Town Center,Washington Department of Ecology,530330024,840530330024
47.386101,-122.230202,2021-03-09T07:00:00Z,PM2.5,11.3,UG/M3,12,47,1,Kent-James & Central,Washington Department of Ecology,530332004,840530332004
48.055,-122.175797,2021-03-09T07:00:00Z,PM2.5,13.5,UG/M3,12,54,2,Marysville-7th Ave,Washington Department of Ecology,530611007,840530611007
47.213551,-123.100807,2021-03-09T08:00:00Z,PM2.5,5.5,UG/M3,5.1,23,1,Shelton-W Franklin,Washington Department of Ecology,530450007,840530450007
47.592675,-122.627397,2021-03-09T08:00:00Z,PM2.5,6.7,UG/M3,9,28,1,Bremerton-Spruce Ave,Washington Department of Ecology,530350007,840530350007
47.22634,-122.46256,2021-03-09T08:00:00Z,PM2.5,5.9,UG/M3,6,25,1,Tacoma-S 36th St,Washington Department of Ecology,530530024,840530530024
47.22634,-122.46256,2021-03-09T08:00:00Z,NO2,25,PPB,25.8,24,1,Tacoma-S 36th St,Washington Department of Ecology,530530024,840530530024
47.1864,-122.4517,2021-03-09T08:00:00Z,PM2.5,5.4,UG/M3,6,23,1,Tacoma-L St,Washington Department of Ecology,530530029,840530530029
47.559975,-122.338265,2021-03-09T08:00:00Z,PM2.5,11.9,UG/M3,12,50,1,Seattle-Duwamish,Washington Department of Ecology,530330057,840530330057
47.5297,-122.3203,2021-03-09T08:00:00Z,PM2.5,10.1,UG/M3,10.2,42,1,Seattle-South Park,Washington Department of Ecology,530331011,840530331011
47.597222,-122.319722,2021-03-09T08:00:00Z,PM2.5,12.2,UG/M3,12,51,2,Seattle-10th & Weller,Washington Department of Ecology,530330030,840530330030
47.597222,-122.319722,2021-03-09T08:00:00Z,NO2,23,PPB,23.7,22,1,Seattle-10th & Weller,Washington Department of Ecology,530330030,840530330030
47.568236,-122.308628,2021-03-09T08:00:00Z,PM2.5,7.6,UG/M3,7,32,1,Seattle-Beacon Hill,Washington Department of Ecology,530330080,840530330080
47.498535,-122.278385,2021-03-09T08:00:00Z,PM2.5,11,UG/M3,13,46,1,Tukwila_Allentown,Washington Department of Ecology,840530330069,840530330069
47.753633,-122.277192,2021-03-09T08:00:00Z,PM2.5,14.3,UG/M3,15.4,56,2,Lake Forest Park-Town Center,Washington Department of Ecology,530330024,840530330024
47.386101,-122.230202,2021-03-09T08:00:00Z,PM2.5,12.6,UG/M3,14,52,2,Kent-James & Central,Washington Department of Ecology,530332004,840530332004
48.055,-122.175797,2021-03-09T08:00:00Z,PM2.5,17.2,UG/M3,21,62,2,Marysville-7th Ave,Washington Department of Ecology,530611007,840530611007
47.213551,-123.100807,2021-03-09T09:00:00Z,PM2.5,6,UG/M3,6.6,25,1,Shelton-W Franklin,Washington Department of Ecology,530450007,840530450007
47.592675,-122.627397,2021-03-09T09:00:00Z,PM2.5,6.8,UG/M3,7,28,1,Bremerton-Spruce Ave,Washington Department of Ecology,530350007,840530350007
47.22634,-122.46256,2021-03-09T09:00:00Z,PM2.5,5.9,UG/M3,6,25,1,Tacoma-S 36th St,Washington Department of Ecology,530530024,840530530024
47.1864,-122.4517,2021-03-09T09:00:00Z,PM2.5,6.7,UG/M3,8,28,1,Tacoma-L St,Washington Department of Ecology,530530029,840530530029
47.559975,-122.338265,2021-03-09T09:00:00Z,PM2.5,15.9,UG/M3,20,59,2,Seattle-Duwamish,Washington Department of Ecology,530330057,840530330057
47.5297,-122.3203,2021-03-09T09:00:00Z,PM2.5,9.8,UG/M3,9.6,41,1,Seattle-South Park,Washington Department of Ecology,530331011,840530331011
47.597222,-122.319722,2021-03-09T09:00:00Z,PM2.5,10.6,UG/M3,9,44,1,Seattle-10th & Weller,Washington Department of Ecology,530330030,840530330030
47.597222,-122.319722,2021-03-09T09:00:00Z,NO2,31,PPB,31.1,29,1,Seattle-10th & Weller,Washington Department of Ecology,530330030,840530330030
47.568236,-122.308628,2021-03-09T09:00:00Z,PM2.5,7.3,UG/M3,7,30,1,Seattle-Beacon Hill,Washington Department of Ecology,530330080,840530330080
47.498535,-122.278385,2021-03-09T09:00:00Z,PM2.5,11.9,UG/M3,12.8,50,1,Tukwila_Allentown,Washington Department of Ecology,840530330069,840530330069
47.753633,-122.277192,2021-03-09T09:00:00Z,PM2.5,14.5,UG/M3,14.8,56,2,Lake Forest Park-Town Center,Washington Department of Ecology,530330024,840530330024
47.386101,-122.230202,2021-03-09T09:00:00Z,PM2.5,16.8,UG/M3,21,61,2,Kent-James & Central,Washington Department of Ecology,530332004,840530332004
48.055,-122.175797,2021-03-09T09:00:00Z,PM2.5,14.1,UG/M3,11,55,2,Marysville-7th Ave,Washington Department of Ecology,530611007,840530611007
47.213551,-123.100807,2021-03-09T10:00:00Z,PM2.5,6.6,UG/M3,7.3,28,1,Shelton-W Franklin,Washington Department of Ecology,530450007,840530450007
47.592675,-122.627397,2021-03-09T10:00:00Z,PM2.5,5.9,UG/M3,5,25,1,Bremerton-Spruce Ave,Washington Department of Ecology,530350007,840530350007
47.22634,-122.46256,2021-03-09T10:00:00Z,PM2.5,5.9,UG/M3,6,25,1,Tacoma-S 36th St,Washington Department of Ecology,530530024,840530530024
47.1864,-122.4517,2021-03-09T10:00:00Z,PM2.5,8.3,UG/M3,10,35,1,Tacoma-L St,Washington Department of Ecology,530530029,840530530029
47.2656,-122.3858,2021-03-09T10:00:00Z,PM2.5,6.7,UG/M3,8.4,28,1,Tacoma-Alexander Ave,Washington Department of Ecology,530530031,840530530031
47.559975,-122.338265,2021-03-09T10:00:00Z,PM2.5,11.9,UG/M3,8,50,1,Seattle-Duwamish,Washington Department of Ecology,530330057,840530330057
47.5297,-122.3203,2021-03-09T10:00:00Z,PM2.5,9.6,UG/M3,9.5,40,1,Seattle-South Park,Washington Department of Ecology,530331011,840530331011
47.597222,-122.319722,2021-03-09T10:00:00Z,PM2.5,10.8,UG/M3,11,45,1,Seattle-10th & Weller,Washington Department of Ecology,530330030,840530330030
47.568236,-122.308628,2021-03-09T10:00:00Z,PM2.5,7.1,UG/M3,7,30,1,Seattle-Beacon Hill,Washington Department of Ecology,530330080,840530330080
47.498535,-122.278385,2021-03-09T10:00:00Z,PM2.5,12.2,UG/M3,12.5,51,2,Tukwila_Allentown,Washington Department of Ecology,840530330069,840530330069
47.753633,-122.277192,2021-03-09T10:00:00Z,PM2.5,13.4,UG/M3,12.3,54,2,Lake Forest Park-Town Center,Washington Department of Ecology,530330024,840530330024
47.386101,-122.230202,2021-03-09T10:00:00Z,PM2.5,15.9,UG/M3,15,59,2,Kent-James & Central,Washington Department of Ecology,530332004,840530332004
48.055,-122.175797,2021-03-09T10:00:00Z,PM2.5,11.5,UG/M3,9,48,1,Marysville-7th Ave,Washington Department of Ecology,530611007,840530611007
47.600863,-122.148397,2021-03-09T10:00:00Z,PM2.5,5.4,UG/M3,5.9,23,1,Bellevue-SE 12th,Washington Department of Ecology,530330031,840530330031
47.213551,-123.100807,2021-03-09T11:00:00Z,PM2.5,6.3,UG/M3,6,26,1,Shelton-W Franklin,Washington Department of Ecology,530450007,840530450007
47.22634,-122.46256,2021-03-09T11:00:00Z,PM2.5,6.9,UG/M3,8,29,1,Tacoma-S 36th St,Washington Department of Ecology,530530024,840530530024
47.1864,-122.4517,2021-03-09T11:00:00Z,PM2.5,10.1,UG/M3,12,42,1,Tacoma-L St,Washington Department of Ecology,530530029,840530530029
47.2656,-122.3858,2021-03-09T11:00:00Z,PM2.5,7.4,UG/M3,8.2,31,1,Tacoma-Alexander Ave,Washington Department of Ecology,530530031,840530530031
47.559975,-122.338265,2021-03-09T11:00:00Z,PM2.5,12.9,UG/M3,14,53,2,Seattle-Duwamish,Washington Department of Ecology,530330057,840530330057
47.5297,-122.3203,2021-03-09T11:00:00Z,PM2.5,9,UG/M3,8.5,38,1,Seattle-South Park,Washington Department of Ecology,530331011,840530331011
47.597222,-122.319722,2021-03-09T11:00:00Z,PM2.5,9.9,UG/M3,9,41,1,Seattle-10th & Weller,Washington Department of Ecology,530330030,840530330030
47.597222,-122.319722,2021-03-09T11:00:00Z,NO2,23,PPB,23.3,22,1,Seattle-10th & Weller,Washington Department of Ecology,530330030,840530330030
47.568236,-122.308628,2021-03-09T11:00:00Z,PM2.5,6.5,UG/M3,6,27,1,Seattle-Beacon Hill,Washington Department of Ecology,530330080,840530330080
47.568236,-122.308628,2021-03-09T11:00:00Z,OZONE,23,PPB,27.6411,21,1,Seattle-Beacon Hill,Washington Department of Ecology,530330080,840530330080
47.498535,-122.278385,2021-03-09T11:00:00Z,PM2.5,11.3,UG/M3,10.5,47,1,Tukwila_Allentown,Washington Department of Ecology,840530330069,840530330069
47.753633,-122.277192,2021-03-09T11:00:00Z,PM2.5,12.1,UG/M3,10.9,51,2,Lake Forest Park-Town Center,Washington Department of Ecology,530330024,840530330024
47.386101,-122.230202,2021-03-09T11:00:00Z,PM2.5,15.9,UG/M3,16,59,2,Kent-James & Central,Washington Department of Ecology,530332004,840530332004
48.055,-122.175797,2021-03-09T11:00:00Z,PM2.5,12.7,UG/M3,14,52,2,Marysville-7th Ave,Washington Department of Ecology,530611007,840530611007
47.600863,-122.148397,2021-03-09T11:00:00Z,PM2.5,5.4,UG/M3,5.4,23,1,Bellevue-SE 12th,Washington Department of Ecology,530330031,840530330031
47.213551,-123.100807,2021-03-09T12:00:00Z,PM2.5,6.2,UG/M3,6.1,26,1,Shelton-W Franklin,Washington Department of Ecology,530450007,840530450007
47.029301,-122.821503,2021-03-09T12:00:00Z,PM2.5,5.9,UG/M3,7.2,25,1,Lacey-College St,Washington Department of Ecology,530670013,840530670013
47.592675,-122.627397,2021-03-09T12:00:00Z,PM2.5,5.4,UG/M3,6,23,1,Bremerton-Spruce Ave,Washington Department of Ecology,530350007,840530350007
47.22634,-122.46256,2021-03-09T12:00:00Z,PM2.5,8.4,UG/M3,10,35,1,Tacoma-S 36th St,Washington Department of Ecology,530530024,840530530024
47.22634,-122.46256,2021-03-09T12:00:00Z,NO2,26,PPB,26.5,25,1,Tacoma-S 36th St,Washington Department of Ecology,530530024,840530530024
47.1864,-122.4517,2021-03-09T12:00:00Z,PM2.5,9,UG/M3,8,38,1,Tacoma-L St,Washington Department of Ecology,530530029,840530530029
47.2656,-122.3858,2021-03-09T12:00:00Z,PM2.5,7.9,UG/M3,8.5,33,1,Tacoma-Alexander Ave,Washington Department of Ecology,530530031,840530530031
47.559975,-122.338265,2021-03-09T12:00:00Z,PM2.5,12.9,UG/M3,13,53,2,Seattle-Duwamish,Washington Department of Ecology,530330057,840530330057
47.5297,-122.3203,2021-03-09T12:00:00Z,PM2.5,8.6,UG/M3,8.3,36,1,Seattle-South Park,Washington Department of Ecology,530331011,840530331011
47.597222,-122.319722,2021-03-09T12:00:00Z,PM2.5,7.9,UG/M3,6,33,1,Seattle-10th & Weller,Washington Department of Ecology,530330030,840530330030
47.597222,-122.319722,2021-03-09T12:00:00Z,NO2,25,PPB,25,24,1,Seattle-10th & Weller,Washington Department of Ecology,530330030,840530330030
47.568236,-122.308628,2021-03-09T12:00:00Z,PM2.5,6.2,UG/M3,6,26,1,Seattle-Beacon Hill,Washington Department of Ecology,530330080,840530330080
47.498535,-122.278385,2021-03-09T12:00:00Z,PM2.5,11,UG/M3,10.8,46,1,Tukwila_Allentown,Washington Department of Ecology,840530330069,840530330069
47.753633,-122.277192,2021-03-09T12:00:00Z,PM2.5,10.5,UG/M3,8.9,44,1,Lake Forest Park-Town Center,Washington Department of Ecology,530330024,840530330024
47.386101,-122.230202,2021-03-09T12:00:00Z,PM2.5,13.9,UG/M3,12,55,2,Kent-James & Central,Washington Department of Ecology,530332004,840530332004
48.055,-122.175797,2021-03-09T12:00:00Z,PM2.5,12.3,UG/M3,12,51,2,Marysville-7th Ave,Washington Department of Ecology,530611007,840530611007
47.213551,-123.100807,2021-03-09T13:00:00Z,PM2.5,5.7,UG/M3,5.2,24,1,Shelton-W Franklin,Washington Department of Ecology,530450007,840530450007
47.029301,-122.821503,2021-03-09T13:00:00Z,PM2.5,6.8,UG/M3,7.8,28,1,Lacey-College St,Washington Department of Ecology,530670013,840530670013
47.592675,-122.627397,2021-03-09T13:00:00Z,PM2.5,5.7,UG/M3,6,24,1,Bremerton-Spruce Ave,Washington Department of Ecology,530350007,840530350007
47.22634,-122.46256,2021-03-09T13:00:00Z,PM2.5,7.2,UG/M3,6,30,1,Tacoma-S 36th St,Washington Department of Ecology,530530024,840530530024
47.22634,-122.46256,2021-03-09T13:00:00Z,NO2,23,PPB,23.1,22,1,Tacoma-S 36th St,Washington Department of Ecology,530530024,840530530024
47.1864,-122.4517,2021-03-09T13:00:00Z,PM2.5,9,UG/M3,9,38,1,Tacoma-L St,Washington Department of Ecology,530530029,840530530029
47.2656,-122.3858,2021-03-09T13:00:00Z,PM2.5,8,UG/M3,8.2,33,1,Tacoma-Alexander Ave,Washington Department of Ecology,530530031,840530530031
47.559975,-122.338265,2021-03-09T13:00:00Z,PM2.5,12.4,UG/M3,12,52,2,Seattle-Duwamish,Washington Department of Ecology,530330057,840530330057
47.5297,-122.3203,2021-03-09T13:00:00Z,PM2.5,8.7,UG/M3,8.8,36,1,Seattle-South Park,Washington Department of Ecology,530331011,840530331011
47.597222,-122.319722,2021-03-09T13:00:00Z,PM2.5,9.9,UG/M3,12,41,1,Seattle-10th & Weller,Washington Department of Ecology,530330030,840530330030
47.597222,-122.319722,2021-03-09T13:00:00Z,NO2,22,PPB,22.5,21,1,Seattle-10th & Weller,Washington Department of Ecology,530330030,840530330030
47.568236,-122.308628,2021-03-09T13:00:00Z,PM2.5,6.6,UG/M3,7,28,1,Seattle-Beacon Hill,Washington Department of Ecology,530330080,840530330080
47.498535,-122.278385,2021-03-09T13:00:00Z,PM2.5,11.2,UG/M3,11.4,47,1,Tukwila_Allentown,Washington Department of Ecology,840530330069,840530330069
47.753633,-122.277192,2021-03-09T13:00:00Z,PM2.5,8.8,UG/M3,7.2,37,1,Lake Forest Park-Town Center,Washington Department of Ecology,530330024,840530330024
47.386101,-122.230202,2021-03-09T13:00:00Z,PM2.5,13.4,UG/M3,13,54,2,Kent-James & Central,Washington Department of Ecology,530332004,840530332004
48.055,-122.175797,2021-03-09T13:00:00Z,PM2.5,14.6,UG/M3,17,56,2,Marysville-7th Ave,Washington Department of Ecology,530611007,840530611007
47.213551,-123.100807,2021-03-09T14:00:00Z,PM2.5,5.9,UG/M3,6.1,25,1,Shelton-W Franklin,Washington Department of Ecology,530450007,840530450007
47.029301,-122.821503,2021-03-09T14:00:00Z,PM2.5,6.5,UG/M3,6.2,27,1,Lacey-College St,Washington Department of Ecology,530670013,840530670013
47.592675,-122.627397,2021-03-09T14:00:00Z,PM2.5,5.3,UG/M3,5,22,1,Bremerton-Spruce Ave,Washington Department of Ecology,530350007,840530350007
47.22634,-122.46256,2021-03-09T14:00:00Z,PM2.5,6.6,UG/M3,6,28,1,Tacoma-S 36th St,Washington Department of Ecology,530530024,840530530024
47.22634,-122.46256,2021-03-09T14:00:00Z,NO2,24,PPB,24.7,23,1,Tacoma-S 36th St,Washington Department of Ecology,530530024,840530530024
47.1864,-122.4517,2021-03-09T14:00:00Z,PM2.5,9,UG/M3,9,38,1,Tacoma-L St,Washington Department of Ecology,530530029,840530530029
47.2656,-122.3858,2021-03-09T14:00:00Z,PM2.5,8.5,UG/M3,9.1,35,1,Tacoma-Alexander Ave,Washington Department of Ecology,530530031,840530530031
47.559975,-122.338265,2021-03-09T14:00:00Z,PM2.5,14.2,UG/M3,16,55,2,Seattle-Duwamish,Washington Department of Ecology,530330057,840530330057
47.5297,-122.3203,2021-03-09T14:00:00Z,PM2.5,9.4,UG/M3,10.3,39,1,Seattle-South Park,Washington Department of Ecology,530331011,840530331011
47.597222,-122.319722,2021-03-09T14:00:00Z,PM2.5,8.9,UG/M3,8,37,1,Seattle-10th & Weller,Washington Department of Ecology,530330030,840530330030
47.597222,-122.319722,2021-03-09T14:00:00Z,NO2,23,PPB,23.8,22,1,Seattle-10th & Weller,Washington Department of Ecology,530330030,840530330030
47.568236,-122.308628,2021-03-09T14:00:00Z,PM2.5,5.8,UG/M3,5,24,1,Seattle-Beacon Hill,Washington Department of Ecology,530330080,840530330080
47.498535,-122.278385,2021-03-09T14:00:00Z,PM2.5,11.5,UG/M3,12,48,1,Tukwila_Allentown,Washington Department of Ecology,840530330069,840530330069
47.753633,-122.277192,2021-03-09T14:00:00Z,PM2.5,8,UG/M3,7.2,33,1,Lake Forest Park-Town Center,Washington Department of Ecology,530330024,840530330024
47.386101,-122.230202,2021-03-09T14:00:00Z,PM2.5,12.2,UG/M3,11,51,2,Kent-James & Central,Washington Department of Ecology,530332004,840530332004
48.055,-122.175797,2021-03-09T14:00:00Z,PM2.5,12.3,UG/M3,10,51,2,Marysville-7th Ave,Washington Department of Ecology,530611007,840530611007
47.213551,-123.100807,2021-03-09T15:00:00Z,PM2.5,7.3,UG/M3,8.8,30,1,Shelton-W Franklin,Washington Department of Ecology,530450007,840530450007
47.029301,-122.821503,2021-03-09T15:00:00Z,PM2.5,5.6,UG/M3,4.8,23,1,Lacey-College St,Washington Department of Ecology,530670013,840530670013
47.592675,-122.627397,2021-03-09T15:00:00Z,PM2.5,5.6,UG/M3,6,23,1,Bremerton-Spruce Ave,Washington Department of Ecology,530350007,840530350007
47.22634,-122.46256,2021-03-09T15:00:00Z,PM2.5,9.3,UG/M3,12,39,1,Tacoma-S 36th St,Washington Department of Ecology,530530024,840530530024
47.22634,-122.46256,2021-03-09T15:00:00Z,NO2,30,PPB,30,28,1,Tacoma-S 36th St,Washington Department of Ecology,530530024,840530530024
47.1864,-122.4517,2021-03-09T15:00:00Z,PM2.5,10,UG/M3,11,42,1,Tacoma-L St,Washington Department of Ecology,530530029,840530530029
47.2656,-122.3858,2021-03-09T15:00:00Z,PM2.5,9.3,UG/M3,10.2,39,1,Tacoma-Alexander Ave,Washington Department of Ecology,530530031,840530530031
47.559975,-122.338265,2021-03-09T15:00:00Z,PM2.5,15.6,UG/M3,17,58,2,Seattle-Duwamish,Washington Department of Ecology,530330057,840530330057
47.5297,-122.3203,2021-03-09T15:00:00Z,PM2.5,10.3,UG/M3,11.7,43,1,Seattle-South Park,Washington Department of Ecology,530331011,840530331011
47.597222,-122.319722,2021-03-09T15:00:00Z,PM2.5,7.9,UG/M3,7,33,1,Seattle-10th & Weller,Washington Department of Ecology,530330030,840530330030
47.568236,-122.308628,2021-03-09T15:00:00Z,PM2.5,6.4,UG/M3,7,27,1,Seattle-Beacon Hill,Washington Department of Ecology,530330080,840530330080
47.568236,-122.308628,2021-03-09T15:00:00Z,NO2,24,PPB,24.70232,23,1,Seattle-Beacon Hill,Washington Department of Ecology,530330080,840530330080
47.498535,-122.278385,2021-03-09T15:00:00Z,PM2.5,12.6,UG/M3,13.7,52,2,Tukwila_Allentown,Washington Department of Ecology,840530330069,840530330069
47.753633,-122.277192,2021-03-09T15:00:00Z,PM2.5,8.7,UG/M3,9.5,36,1,Lake Forest Park-Town Center,Washington Department of Ecology,530330024,840530330024
47.386101,-122.230202,2021-03-09T15:00:00Z,PM2.5,11.6,UG/M3,11,48,1,Kent-James & Central,Washington Department of Ecology,530332004,840530332004
48.055,-122.175797,2021-03-09T15:00:00Z,PM2.5,10.6,UG/M3,9,44,1,Marysville-7th Ave,Washington Department of Ecology,530611007,840530611007
